,Id,O_score,C_score,E_score,A_score,N_score,Numerical Aptitude,Spatial Aptitude,Perceptual Aptitude,Abstract Reasoning,Verbal Reasoning,Career
515,10001212,6.58,7.27,6.47,8.14,5.3,7.3,2.67,4.34,4.24,4.96,Database Administrator
516,276860,6.67,7.14,5.46,4.4,6.08,3.31,2.68,7.41,3.7,8.46,Human Rights Lawyer
517,2954390,6.82,7.33,7.62,5.76,3.84,9.45,3.51,4.92,7.57,7.3,Database Analyst
518,16506107,7.8,8.08,9.34,5.38,6.01,4.27,3.4,4.34,6.38,7.01,Dental Hygienist
519,6323671,9.24,3.93,4.83,7.68,5.98,5.76,2.74,9.34,9.01,4.74,Investment Banker
520,15458174,4.9,3.56,5.17,8.05,4.92,8.67,6.07,6.58,6.08,9.34,Database Administrator
521,9162867,7.84,6.97,9.34,3.23,5.5,7.67,3.12,7.15,3.87,7.48,Public Health Analyst
522,3607790,7.88,9.01,5.35,7.34,6.04,9.45,2.5,7.9,5.98,9.06,Electronics Design Engineer
523,13082469,4.55,7.59,6.22,4.86,3.71,5.38,6.98,9.34,3.01,5.64,Pharmacist
524,12381311,7.74,6.82,4.76,5.73,2.89,4.84,3.93,9.34,8.57,9.34,Musician
525,3341356,5.2,6.92,5.12,6.88,5.82,9.45,4.03,9.34,7.69,8.54,Rehabilitation Counselor
526,16516654,7.31,8.68,5.44,6.77,5.21,5.19,3.33,4.45,3.16,5.02,Data Analyst
527,14531163,7.86,7.23,8.31,3.23,3.83,7.3,2.34,4.75,6.83,7.88,Physical Therapist
528,7995545,5.14,7.56,3.25,5.58,5.5,9.45,7.98,4.54,8.04,8.35,Pediatrician
529,7887915,8.28,6.74,6.07,4.09,4.7,8.53,3.6,3.87,3.04,4.7,Air Traffic Controller
530,9255132,5.29,7.76,7.62,5.46,4.91,8.41,3.44,5.13,3.43,7.58,Forestry Technician
531,12128331,4.55,9.0,5.81,5.62,3.85,4.89,2.99,7.03,3.42,5.97,Environmental Scientist
532,3540116,5.52,9.1,5.37,5.06,2.89,4.8,5.15,6.79,3.01,7.56,Financial Analyst
533,8046406,3.73,6.35,5.31,7.8,3.46,6.55,7.85,7.01,6.07,6.21,Fashion Designer
534,14618880,5.87,7.63,5.06,8.82,4.19,5.14,9.23,4.26,8.42,8.55,Forensic Scientist
535,8692911,9.4,7.54,5.66,4.42,4.79,8.36,7.75,6.78,3.01,5.28,Urban Planner
536,2293533,6.76,8.35,3.34,7.66,6.19,4.19,3.53,9.34,4.85,8.65,Human Resources Manager
537,16777104,5.7,5.75,4.4,5.14,3.75,9.45,5.14,4.67,3.45,5.12,Event Planner
538,9218629,5.14,3.56,3.38,6.0,8.12,8.59,2.82,5.94,6.22,5.47,Robotics Engineer
539,15467605,5.76,7.97,4.71,6.49,6.2,4.31,3.86,4.35,5.5,9.01,Investment Banker
540,10413217,5.28,7.69,6.42,5.51,3.6,5.98,2.47,7.15,3.05,4.5,Chef
541,1953723,2.67,9.19,3.09,9.04,3.68,6.01,9.23,9.34,5.79,6.67,Accountant
542,13860155,5.31,7.26,4.32,4.01,5.5,7.12,3.02,8.02,3.24,6.83,Game Developer
543,12930748,5.71,6.77,4.2,4.73,4.66,6.64,5.19,4.15,6.26,9.34,Forensic Scientist
544,14822734,8.16,8.89,5.44,4.88,3.76,4.84,5.74,4.41,3.13,5.85,Financial Auditor
545,11941705,5.87,6.66,5.4,6.43,5.64,9.45,2.94,4.59,8.24,8.71,Industrial Engineer
546,16742769,4.93,7.39,5.2,6.62,4.95,7.78,4.46,3.79,3.23,8.83,Robotics Engineer
547,7997283,3.87,7.66,3.99,8.3,6.65,9.45,5.24,6.72,5.21,6.5,Robotics Engineer
548,9068452,8.27,8.64,4.48,6.33,6.31,9.45,2.34,4.03,3.01,5.81,Air Traffic Controller
549,5183047,7.04,7.77,4.77,9.24,6.74,5.78,4.87,7.85,6.03,4.33,Marketing Coordinator
550,1167245,2.93,6.93,5.74,5.97,5.04,5.44,3.24,6.69,4.56,5.46,Game Developer
551,14532573,7.85,6.4,5.16,4.58,5.6,7.06,9.23,9.34,3.01,7.43,Artist
552,13534545,6.33,9.03,6.1,8.31,2.89,9.45,3.05,5.8,6.56,7.95,Speech Therapist
553,14714197,6.99,8.81,5.08,5.21,4.77,9.45,8.49,4.44,7.25,6.04,Market Researcher
554,10010600,5.85,7.61,5.71,4.8,2.89,5.87,9.23,4.39,7.45,7.04,Dental Hygienist
555,196554,5.75,7.03,5.24,5.99,5.88,9.24,9.23,4.45,7.56,9.22,Aerospace Engineer
556,10609990,7.56,8.11,3.95,6.43,4.55,9.22,9.23,4.26,4.09,9.34,Zoologist
557,401424,7.5,6.69,8.04,4.93,5.36,9.45,4.41,4.37,7.51,3.53,Wildlife Biologist
558,11749621,8.76,8.25,7.24,9.34,4.45,4.47,7.25,7.18,6.83,6.19,IT Support Specialist
559,12209614,7.85,6.67,4.36,6.55,5.69,9.39,6.01,7.51,3.1,3.92,Human Rights Lawyer
560,3565624,7.69,3.56,6.61,9.34,5.37,9.34,2.68,5.38,3.21,7.51,Wildlife Biologist
561,5646433,6.52,7.1,5.07,6.57,4.15,9.02,5.99,6.97,3.6,8.99,Investment Banker
562,2111242,8.68,7.15,6.27,6.74,4.18,6.02,2.38,3.43,3.01,8.59,Forensic Scientist
563,9978908,6.08,3.59,5.36,5.67,5.14,9.45,6.08,7.68,3.01,8.68,Physical Therapist
564,5322200,6.1,8.52,4.36,9.34,5.65,9.45,7.71,4.78,4.22,5.87,IT Support Specialist
565,14946000,5.08,7.9,7.83,5.22,4.25,6.45,4.43,6.16,3.01,9.34,Market Research Analyst
566,1686438,8.87,7.76,5.6,4.65,4.39,8.95,6.2,7.12,3.11,4.91,Tax Collector
567,16186020,7.89,6.69,5.45,6.14,5.44,9.45,4.05,4.0,3.01,6.65,Pediatrician
568,3063088,9.28,7.73,6.04,7.85,4.04,8.3,2.89,6.61,6.2,7.57,Public Health Analyst
569,8967887,7.33,7.16,6.51,5.34,6.3,4.96,8.29,6.68,3.74,7.15,Teacher
570,8211730,8.85,8.19,4.39,6.19,4.11,8.41,2.34,5.01,6.31,6.97,Administrative Officer
571,7319394,8.07,7.83,5.27,7.24,6.5,5.63,2.58,6.79,7.63,4.47,Tax Accountant
572,448568,6.65,8.85,6.09,5.54,3.9,8.35,2.71,4.19,6.22,8.16,Air Traffic Controller
573,6019971,8.78,8.09,8.31,7.55,3.27,8.81,9.18,7.7,6.87,3.76,Airline Pilot
574,3615835,9.45,8.19,6.17,8.88,5.64,7.3,2.69,4.39,3.56,6.12,Psychologist
575,12696438,5.56,3.56,8.51,4.38,3.89,9.45,6.57,9.34,8.32,4.89,Administrative Officer
576,15800808,6.57,7.47,6.68,5.39,4.21,4.71,3.54,4.54,8.69,7.24,Tax Collector
577,7137446,3.19,7.02,5.19,6.42,5.28,5.88,3.08,6.66,3.87,7.67,Pediatrician
578,6578824,6.94,6.74,5.51,7.61,5.61,5.8,3.29,4.28,7.24,6.52,Environmental Engineer
579,3501040,7.66,7.9,5.16,6.79,4.41,9.2,3.42,7.15,3.79,6.72,Advertising Executive
580,10869723,7.16,4.77,5.81,7.29,4.84,6.04,3.78,4.44,6.02,4.7,Physician
581,4472845,6.89,7.59,6.67,5.03,3.7,4.46,5.62,8.83,5.98,7.47,Musician
582,7019793,2.67,7.79,4.64,5.98,2.89,8.77,2.34,4.88,3.55,5.82,Public Health Analyst
583,5064531,5.22,9.18,5.03,7.2,2.89,9.45,2.92,9.34,3.01,8.59,Air Traffic Controller
584,13422150,8.06,5.67,4.77,5.43,3.84,9.45,2.69,3.09,3.08,8.02,Pediatric Nurse
585,3507496,3.88,6.99,6.1,4.93,4.6,6.44,9.23,5.4,7.16,8.16,Research Scientist
586,13488438,7.94,8.01,5.83,8.37,3.98,4.54,3.76,7.75,6.23,7.22,Customs and Border Protection Officer
587,9708767,2.67,3.56,8.76,8.86,4.54,9.45,7.89,6.05,3.01,5.22,Artist
588,4506834,6.9,6.92,5.34,8.12,2.89,6.47,4.01,6.55,6.74,5.71,Police Detective
589,5517622,5.32,7.15,5.52,8.56,4.71,6.11,4.91,8.29,4.54,6.24,Speech Pathologist
590,1306179,7.36,7.02,3.51,7.47,2.89,8.85,3.0,4.62,3.01,5.26,Administrative Officer
591,938723,6.39,3.56,9.34,7.61,6.52,8.31,2.71,4.17,7.8,5.02,Technical Writer
592,16255236,8.3,6.68,7.19,6.96,2.89,5.6,4.71,6.46,9.34,6.78,Wildlife Conservationist
593,1928862,6.42,6.28,5.08,9.01,6.85,9.45,3.73,7.71,9.29,4.59,Pharmacist
594,3513709,7.15,6.63,5.19,5.41,4.03,4.96,8.51,6.14,4.28,8.95,Nurse
595,9814517,7.44,6.43,6.74,5.48,4.31,5.01,3.22,7.03,7.36,3.84,Environmental Scientist
596,1586426,6.36,8.73,3.36,8.34,4.84,9.45,3.35,8.61,7.32,7.48,Police Officer
597,9201674,8.6,6.76,8.08,7.67,5.03,6.1,7.24,6.93,7.57,7.05,Construction Engineer
598,1391285,6.04,7.76,8.16,5.7,5.46,7.55,5.42,4.36,3.01,8.44,Rehabilitation Counselor
599,8091496,6.75,8.68,8.95,4.35,5.41,4.76,8.66,3.47,5.4,3.69,Industrial Engineer
600,9429932,8.03,7.59,4.42,6.69,5.32,5.09,3.67,9.34,6.37,6.2,IT Support Specialist
601,2113555,6.58,8.16,5.68,4.91,5.86,4.68,5.41,4.57,7.62,7.45,Nurse
602,10097054,8.12,9.06,6.66,6.18,5.87,9.45,2.34,4.88,4.28,5.56,IT Support Specialist
603,7224938,7.42,6.74,7.83,8.38,5.01,6.53,2.99,7.45,3.01,7.88,Advertising Executive
604,4065240,3.24,6.23,6.48,3.23,4.23,5.2,8.04,9.34,4.04,7.99,Electronics Design Engineer
605,3088971,6.85,6.86,8.66,6.49,4.32,5.43,3.45,3.46,6.85,6.13,Zoologist
606,4334957,3.25,7.85,9.3,8.19,6.51,8.42,3.8,7.0,5.54,9.34,Social Worker
607,13656845,5.78,7.13,5.59,6.89,4.51,9.28,4.04,7.6,7.53,8.65,Mechanical Engineer
608,13957892,8.14,9.06,5.37,3.23,4.22,5.25,6.45,7.1,3.26,5.62,Geologist
609,13318067,5.98,7.99,5.53,5.28,4.09,9.45,6.9,9.34,4.76,5.57,Pediatric Nurse
610,7311472,6.69,7.81,4.77,6.54,3.81,5.1,9.23,7.69,4.01,9.34,Rehabilitation Counselor
611,16689885,6.33,7.38,6.23,8.55,6.17,9.45,2.82,9.34,3.01,6.9,Environmental Scientist
612,14997804,6.19,7.08,6.19,5.31,4.83,4.96,6.17,9.34,3.01,8.29,Social Worker
613,13266560,8.41,7.92,4.85,5.38,5.62,9.45,4.26,6.81,4.51,4.54,Genetic Counselor
614,10309345,5.14,8.21,7.42,5.78,4.11,4.12,8.21,7.09,4.32,4.07,Marketing Copywriter
615,7885988,5.82,7.31,5.52,8.42,5.32,4.12,7.46,6.37,3.01,6.36,Radiologic Technologist
616,109421,7.62,8.06,6.23,7.49,6.05,9.45,2.56,6.58,7.1,5.9,Physical Therapist
617,2988205,6.81,7.42,3.26,4.45,5.28,6.27,2.54,3.44,8.59,8.74,Tax Collector
618,6599020,5.42,6.53,5.65,5.49,5.75,6.19,9.23,7.25,9.28,3.84,Sports Coach
619,14211190,6.17,7.78,6.66,4.73,4.19,9.45,3.86,6.1,4.15,5.65,Biologist
620,985248,6.15,3.56,5.48,9.34,6.21,5.47,3.99,7.06,6.85,7.17,Pharmacist
621,4362250,5.32,6.55,5.71,6.36,6.16,8.7,2.78,7.34,7.71,4.63,Psychologist
622,5395920,6.15,6.45,6.28,8.61,2.89,9.45,2.54,6.62,3.01,8.91,Foreign Service Officer
623,10987073,8.68,6.96,5.52,6.33,4.87,7.5,3.06,9.34,7.58,9.2,Product Manager
624,13034936,2.8,7.44,6.16,6.07,5.5,9.45,2.34,3.8,7.98,8.68,Market Research Analyst
625,4813576,7.06,8.35,5.52,8.66,4.46,6.99,6.8,7.42,3.92,8.49,Biotechnologist
626,16198306,6.35,7.94,6.6,7.07,3.85,9.09,2.34,4.89,4.28,5.65,Construction Engineer
627,5592925,8.38,8.59,6.83,6.94,6.41,4.51,3.32,4.89,3.93,4.27,Civil Engineer
628,5698818,6.24,6.57,5.23,6.1,4.16,9.45,3.96,4.02,6.97,6.2,Marketing Copywriter
629,103543,8.38,6.61,5.16,7.85,6.01,9.45,5.24,4.34,3.87,4.78,Astronomer
630,5794709,8.67,7.18,5.98,5.35,4.89,9.45,2.98,6.94,3.73,5.37,Event Photographer
631,1268794,7.63,7.44,4.88,9.34,6.13,6.71,6.82,3.66,5.93,8.72,Human Resources Manager
632,11914659,5.84,7.5,4.5,5.59,5.27,5.47,2.63,7.48,3.74,7.85,Diplomat
633,16605939,5.24,7.88,5.37,6.83,5.53,6.47,8.42,4.23,3.77,6.99,Speech Pathologist
634,9432185,5.52,6.29,6.81,6.97,2.89,8.84,8.85,8.73,5.84,8.71,Pharmacist
635,8472956,6.88,6.83,5.88,7.06,5.5,4.26,2.34,3.2,3.88,6.29,Marketing Coordinator
636,11588306,2.67,7.43,6.49,7.88,4.74,8.92,4.66,3.19,5.26,6.33,Marketing Analyst
637,12894428,7.75,8.94,9.34,7.77,6.42,8.62,3.58,7.04,5.8,6.03,Market Research Analyst
638,4801322,7.45,8.45,4.71,7.22,4.61,3.69,3.88,4.59,4.93,7.12,Physical Therapist
639,14690246,6.71,7.92,5.04,7.3,5.68,8.37,8.16,9.34,6.13,9.19,Physician
640,7885617,5.51,7.28,5.6,4.85,5.93,7.88,8.01,9.34,5.45,6.46,Environmental Engineer
641,16205952,2.67,7.63,5.01,4.47,4.08,9.42,7.63,3.13,7.81,7.81,Lawyer
642,13928120,7.8,6.97,5.21,5.97,2.89,5.1,2.49,4.57,5.11,7.23,Forestry Technician
643,16187804,6.88,8.15,4.63,6.76,5.89,4.45,4.98,7.26,7.32,8.1,Civil Engineer
644,8091138,6.91,3.68,5.23,7.62,5.96,5.66,5.97,7.73,6.18,3.89,Graphic Designer
645,14899089,5.97,6.51,4.99,5.94,4.14,3.5,3.32,4.3,6.22,5.11,Nurse
646,2451767,7.72,7.23,3.5,6.67,4.8,4.68,8.89,7.75,5.36,9.34,Customs and Border Protection Officer
647,2547107,2.67,7.52,7.86,6.9,4.08,9.2,4.4,4.47,3.45,9.34,HR Recruiter
648,9430458,6.16,9.45,5.94,8.05,4.98,4.0,4.95,9.34,3.75,5.05,Marketing Copywriter
649,13189244,9.07,6.64,6.07,6.21,6.31,7.46,5.79,3.82,3.35,5.3,Elementary School Teacher
650,1074320,5.51,9.16,6.6,5.16,5.9,9.24,8.0,6.74,3.03,5.49,Marketing Manager
651,12139783,5.9,6.7,3.64,7.7,5.71,5.28,5.26,7.47,6.49,4.16,Speech Pathologist
652,2907084,7.53,8.48,3.1,4.63,3.7,5.71,9.23,7.15,5.09,7.39,Salesperson
653,5808747,7.41,8.5,5.09,5.86,5.04,8.29,3.36,5.29,4.38,4.82,Aerospace Engineer
654,6210505,5.41,6.72,6.36,4.34,4.68,7.45,6.66,7.61,8.34,6.59,Elementary School Teacher
655,14981154,7.08,3.79,4.89,6.47,3.94,5.59,2.89,7.06,3.01,8.5,Human Rights Lawyer
656,1253120,8.81,8.44,5.03,7.81,3.85,9.45,6.96,7.18,5.2,6.93,Quality Control Inspector
657,1580686,6.76,7.62,4.65,6.13,6.15,5.22,3.77,7.32,7.12,6.46,Financial Advisor
658,1570128,5.61,7.33,8.96,4.53,5.42,8.22,3.43,4.69,4.12,5.87,Pediatric Nurse
659,2775793,6.34,8.65,5.79,8.14,2.89,9.45,4.48,6.58,7.31,5.4,Product Manager
660,1261091,8.79,6.85,5.64,6.78,5.96,7.71,3.47,7.24,5.28,8.15,Marketing Manager
661,1098280,6.63,9.45,4.2,7.29,3.86,9.45,9.13,6.84,5.35,4.46,Civil Engineer
662,1540318,6.39,7.28,4.43,6.86,5.99,9.45,3.7,6.71,5.05,9.34,Marketing Coordinator
663,11809565,2.67,7.49,7.45,5.59,3.05,9.45,6.12,5.8,3.01,7.32,Physical Therapist
664,11699933,6.07,7.68,5.69,5.56,5.9,9.45,3.76,7.85,3.01,5.62,Wildlife Conservationist
665,16261927,5.82,8.36,5.8,3.23,3.62,5.28,6.58,7.72,5.65,4.12,Forensic Scientist
666,4032229,8.24,8.11,6.12,8.76,5.64,9.45,2.77,3.26,3.11,5.9,Mechanical Designer
667,2924095,8.02,7.44,6.05,5.82,5.71,4.33,6.61,7.23,7.93,3.67,Graphic Designer
668,9113141,5.72,3.56,7.52,5.12,5.03,8.81,9.23,6.86,8.72,5.73,Mechanical Engineer
669,11036988,4.76,9.29,4.98,5.21,4.35,9.4,3.14,6.18,4.84,6.34,IT Project Manager
670,16744638,2.67,7.35,5.77,8.71,5.47,4.62,9.23,9.34,3.01,4.47,Radiologic Technologist
671,8522465,7.96,7.13,9.34,6.46,5.71,4.71,9.18,4.04,5.01,8.47,Pediatric Nurse
672,2390271,9.4,7.05,4.52,6.47,6.51,4.43,7.35,6.53,4.96,5.37,Electronics Design Engineer
673,4651896,5.58,6.89,4.95,3.23,5.84,4.38,2.34,8.39,3.56,5.74,Tax Collector
674,12862070,6.02,6.9,4.54,7.44,5.22,5.24,3.41,7.23,6.89,8.19,Elementary School Teacher
675,16316098,8.74,7.65,5.87,6.54,6.22,6.85,2.42,6.64,4.79,7.17,Fashion Designer
676,4540244,5.3,7.05,6.04,5.14,4.04,7.77,2.47,3.8,4.26,7.65,Nurse
677,88589,7.38,7.98,3.76,7.36,4.99,7.93,4.22,4.28,6.15,6.16,Interior Designer
678,14463493,5.67,7.1,6.06,5.1,5.4,9.45,2.93,7.39,3.45,6.71,Human Rights Lawyer
679,74262,2.91,7.25,6.46,6.49,4.19,3.79,7.76,3.94,5.69,7.8,Rehabilitation Counselor
680,10951409,7.63,8.48,3.62,6.08,4.0,9.45,5.44,9.34,5.53,6.7,Salesperson
681,16273939,6.85,6.37,6.45,6.27,4.6,7.89,5.98,6.98,7.49,6.0,Industrial Engineer
682,4527614,5.88,7.55,5.65,6.98,5.77,9.14,2.34,6.85,5.84,4.65,Financial Advisor
683,9122437,6.85,6.85,6.7,7.7,6.52,9.45,3.07,6.99,6.01,4.01,Tax Collector
684,9559563,6.85,7.91,9.34,6.79,4.3,9.25,6.48,4.45,4.89,8.58,Chef
685,3941653,4.84,7.69,8.46,4.24,2.89,7.97,9.23,7.17,8.16,5.73,Mechanical Designer
686,9563859,5.49,7.76,8.46,5.93,5.73,8.92,2.34,4.11,5.65,6.22,Insurance Underwriter
687,5197863,6.27,7.75,5.02,9.34,3.23,8.82,4.17,8.71,3.01,6.35,Nurse
688,12862762,6.91,8.44,5.69,5.17,6.35,3.35,2.63,6.87,3.01,5.97,Customs and Border Protection Officer
689,12025411,5.84,8.01,5.82,5.81,5.45,9.08,3.08,4.43,6.7,5.78,Dental Hygienist
690,6219542,2.67,7.93,6.11,5.73,4.8,6.34,3.7,6.08,8.21,8.6,Market Researcher
691,14353086,8.0,3.56,6.41,6.1,5.79,8.2,5.83,9.34,6.91,5.34,Social Worker
692,4348666,5.93,6.66,8.2,5.78,3.95,5.42,3.56,6.18,3.01,7.39,Occupational Therapist
693,2668450,9.33,7.7,3.35,8.51,5.42,9.41,4.08,6.65,3.51,7.67,Architect
694,8501574,7.51,3.56,6.19,7.51,2.89,8.98,3.28,4.71,3.01,8.23,Foreign Service Officer
695,656010,6.99,8.23,2.89,6.54,6.35,9.01,6.22,3.01,6.28,9.3,Geologist
696,4508952,5.91,7.64,4.34,5.66,5.07,4.26,2.38,8.08,3.01,7.05,Police Officer
697,14421831,8.27,7.78,4.34,6.25,6.0,8.8,3.5,4.57,3.01,5.3,Investment Banker
698,15719588,5.7,7.79,6.14,6.01,5.44,4.33,2.99,4.47,4.83,5.0,Occupational Therapist
699,12230891,7.52,8.81,8.12,6.68,3.69,5.9,3.84,6.15,3.01,5.66,Environmental Scientist
700,4165759,5.99,7.36,8.3,5.88,7.81,9.45,2.77,7.62,3.01,5.73,Accountant
701,11010966,5.74,7.74,6.19,7.46,5.43,3.81,2.51,5.13,9.34,3.56,Marketing Copywriter
702,13104582,7.32,9.18,5.27,7.28,6.37,4.6,3.6,6.39,3.01,8.78,Robotics Engineer
703,6309179,7.83,7.68,8.34,6.39,4.98,3.34,4.69,4.62,6.9,4.48,Financial Auditor
704,3670050,8.75,6.91,5.07,6.84,2.89,9.45,8.62,9.34,7.02,7.45,Construction Engineer
705,846609,8.0,8.69,4.14,6.36,2.89,9.23,2.96,3.45,7.76,8.25,Administrative Officer
706,10262245,6.9,8.38,4.94,4.64,5.35,5.0,2.46,3.94,3.41,6.07,Wildlife Biologist
707,5121589,5.93,7.72,5.72,5.82,3.58,8.83,8.33,7.42,6.21,7.41,Technical Writer
708,4648761,8.76,8.08,5.06,5.94,5.46,3.63,4.34,7.41,3.01,3.6,Genetic Counselor
709,9253167,5.39,6.67,3.31,9.22,4.23,6.36,4.22,4.68,3.01,8.07,Pediatric Nurse
710,5625486,5.11,6.81,7.48,9.28,5.52,6.46,6.45,4.4,8.61,8.46,Public Relations Specialist
711,6934396,8.21,7.75,9.34,8.29,5.44,4.76,8.52,6.45,3.69,6.71,Police Detective
712,15538739,6.8,7.5,4.9,6.64,5.54,9.45,7.35,6.93,4.24,6.06,Real Estate Agent
713,1868386,7.58,6.49,7.09,4.49,6.06,9.45,2.97,7.6,6.94,3.55,Forensic Psychologist
714,4260107,7.11,7.65,6.36,5.93,4.22,5.67,9.2,7.86,3.01,7.85,Pharmacist
715,3003498,5.09,5.74,6.11,8.74,5.19,9.25,3.16,6.78,3.77,6.82,Civil Engineer
716,15459124,6.4,7.79,4.05,5.12,2.89,9.45,2.34,6.56,6.11,7.48,Biomedical Engineer
717,5987722,7.26,8.26,6.17,5.49,5.32,5.84,2.34,4.05,4.85,5.8,Chef
718,9991746,6.35,5.22,5.8,6.22,6.02,4.45,9.23,7.7,6.61,6.07,Radiologic Technologist
719,4628948,8.34,6.52,6.06,4.12,7.13,9.06,2.34,9.34,4.34,7.39,Advertising Executive
720,11428950,7.52,7.49,5.38,3.23,4.23,9.34,3.1,3.83,3.44,8.65,Rehabilitation Counselor
721,13906914,8.48,7.18,6.98,4.78,6.18,8.43,2.34,7.16,6.27,7.4,Wildlife Biologist
722,15174035,7.22,6.57,8.04,4.41,5.56,6.01,3.73,4.85,3.4,7.65,IT Project Manager
723,13601170,9.45,6.37,4.7,5.86,6.23,5.15,2.81,6.65,5.07,6.75,Biomedical Engineer
724,4671504,8.26,7.84,3.72,5.64,4.89,5.82,2.35,3.91,3.28,7.06,Tax Collector
725,16334450,6.48,9.08,4.08,9.34,4.03,4.51,9.23,4.22,3.37,8.43,Radiologic Technologist
726,12831674,5.34,3.56,6.07,8.78,5.9,9.45,2.69,9.3,3.38,9.34,Web Developer
727,16672623,7.14,7.28,5.25,6.25,4.05,9.45,3.47,6.37,3.21,9.34,Wildlife Conservationist
728,6234259,7.68,6.86,5.35,3.33,3.76,8.76,3.22,6.28,3.06,3.9,Tax Collector
729,7671675,6.71,7.59,6.02,5.77,4.36,8.59,3.33,9.05,3.01,8.02,Artist
730,9447636,7.15,7.43,4.88,3.95,4.94,5.4,3.88,4.01,9.21,5.45,Human Rights Lawyer
731,6548594,7.16,7.49,5.72,7.74,4.18,2.89,3.13,3.96,4.04,6.72,Elementary School Teacher
732,9205623,9.15,7.14,5.56,7.54,6.04,4.24,6.01,6.82,3.33,7.72,Mechanical Engineer
733,4875526,6.35,6.94,8.55,6.88,5.27,5.73,9.23,7.75,7.49,7.69,Psychologist
734,8804770,7.21,7.73,6.48,8.28,4.56,3.89,2.56,7.45,7.03,5.39,Database Administrator
735,13076541,5.49,6.69,5.73,6.42,5.5,5.99,4.09,6.64,6.31,8.61,Game Developer
736,14973540,6.54,8.01,7.73,5.93,4.09,9.4,3.94,7.15,3.89,3.71,Biotechnologist
737,14675332,7.48,3.56,5.38,5.09,5.86,8.41,2.79,9.34,3.3,9.18,Zoologist
738,695746,4.95,7.02,5.29,3.69,2.89,5.69,4.29,4.37,7.36,7.26,Speech Pathologist
739,6585271,5.76,9.1,3.62,6.51,2.89,7.41,3.67,4.32,3.32,7.33,Architect
740,16191469,7.89,7.81,6.4,4.81,4.34,4.89,6.49,6.96,3.01,4.58,Biomedical Engineer
741,4813017,6.16,7.46,5.38,6.51,4.47,7.83,2.87,4.3,3.33,7.08,Aerospace Engineer
742,6782616,5.82,7.0,5.67,6.73,5.79,9.45,6.64,3.91,3.4,3.72,Biologist
743,11512647,8.28,7.72,5.32,3.23,5.53,9.45,9.23,3.51,3.65,6.2,Mechanical Designer
744,13288067,5.39,7.19,7.76,6.95,4.08,9.45,9.23,4.99,3.01,8.27,Occupational Therapist
745,11512477,5.7,7.38,5.64,8.63,3.79,9.45,8.34,7.44,3.06,7.86,Police Officer
746,9600788,8.47,7.26,4.76,6.63,5.94,9.27,6.01,4.91,8.09,9.31,Fashion Designer
747,6996603,6.0,8.14,6.01,4.67,5.82,6.85,3.9,4.05,3.45,8.7,Robotics Engineer
748,13357099,6.72,8.05,3.41,6.03,2.89,5.89,7.43,3.97,4.37,7.08,Graphic Designer
749,7275337,6.97,7.96,5.3,4.51,4.17,4.61,3.72,9.34,3.79,5.86,Human Rights Lawyer
750,14795852,6.31,6.88,5.35,4.62,6.01,9.45,8.17,8.92,4.55,8.35,Marriage Counselor
751,1694155,6.36,8.56,5.6,3.23,4.94,7.69,3.79,5.88,7.85,8.59,Data Analyst
752,4209216,6.03,6.44,5.1,5.82,5.44,4.71,3.95,4.74,4.12,6.72,Lawyer
753,10498724,6.43,6.82,4.44,5.51,3.18,8.19,9.23,6.42,3.55,8.14,Financial Planner
754,3936691,4.36,7.88,9.34,5.12,5.62,8.84,8.24,4.56,4.42,4.47,Insurance Underwriter
755,90336,6.47,6.95,6.65,3.65,5.6,4.76,5.25,5.97,3.14,5.65,Biomedical Researcher
756,3721509,6.2,7.34,6.72,6.71,6.17,8.3,3.47,7.93,4.25,9.34,Real Estate Agent
757,3463264,5.06,6.37,4.27,5.6,5.83,3.92,2.65,5.19,3.32,8.6,Mechanical Engineer
758,15918072,7.62,6.69,5.32,7.96,4.34,9.45,4.5,6.81,3.05,4.0,Accountant
759,5061969,4.05,7.72,3.4,9.34,4.36,3.69,6.66,5.83,3.34,8.31,Aerospace Engineer
760,16100372,4.82,6.89,5.08,8.0,5.67,5.54,7.99,9.34,7.54,5.05,Speech Pathologist
761,1828454,4.97,6.61,9.34,5.48,4.65,4.43,8.53,4.2,3.16,4.16,Human Rights Lawyer
762,8842730,6.07,7.53,4.75,7.19,6.44,8.49,3.23,9.34,3.01,8.9,Customs and Border Protection Officer
763,741276,6.19,8.72,6.1,3.77,6.11,4.48,3.26,5.86,4.29,7.13,Physician
764,7525587,7.42,7.29,6.49,5.16,3.61,8.99,9.01,3.36,3.01,8.95,Foreign Service Officer
765,2691696,5.38,6.49,6.82,6.85,4.69,9.45,2.43,6.45,5.34,5.89,Software Quality Assurance Tester
766,1921146,6.77,7.79,4.43,4.87,6.12,5.74,3.59,7.56,6.17,6.64,IT Support Specialist
767,11651908,9.45,7.46,6.88,7.55,4.34,4.96,3.86,7.08,3.34,4.97,Forestry Technician
768,14091427,5.28,8.04,5.22,6.19,5.61,6.2,2.43,3.97,6.77,9.34,Social Media Manager
769,14694616,6.7,7.94,4.92,9.34,3.9,6.67,9.23,8.85,6.16,7.42,Fashion Stylist
770,13650943,5.14,3.56,5.87,5.07,6.3,3.96,8.2,4.16,4.75,5.81,Lawyer
771,8428962,9.08,9.22,4.85,8.5,5.75,3.24,4.21,4.46,4.07,8.69,Teacher
