Sr.No.,Course,Job profession,Student,Linguistic,Musical,Bodily,Logical - Mathematical,Spatial-Visualization,Interpersonal,Intrapersonal,Naturalist,,,,,,,,,
,,Graphic Designer,S2100,11,9,9,18,19,13,12,8,,,,,,,,,
43,,Fashion Designer,S2101,5,7,11,11,10,18,16,15,,,,,,,,,
,,Fashion Designer,S2102,6,7,12,11,9,18,16,15,,,,,,,,,
,,Fashion Designer,S2103,7,8,14,11,8,18,16,15,,,,,,,,,
,,Fashion Designer,S2104,8,8,11,11,7,18,16,15,,,,,,,,,
,,Fashion Designer,S2105,8,9,12,11,10,18,16,15,,,,,,,,,
,,Fashion Designer,S2106,7,9,14,11,9,18,16,15,,,,,,,,,
,,Fashion Designer,S2107,6,7,11,11,8,18,16,15,,,,,,,,,
,,Fashion Designer,S2108,5,7,12,11,7,18,16,15,,,,,,,,,
,,Fashion Designer,S2109,5,8,14,11,10,18,16,15,,,,,,,,,
,,Fashion Designer,S2110,6,8,11,11,9,18,16,15,,,,,,,,,
,,Fashion Designer,S2111,7,9,12,11,8,18,16,15,,,,,,,,,
,,Fashion Designer,S2112,8,9,14,13,7,18,16,15,,,,,,,,,
,,Fashion Designer,S2113,8,7,11,13,10,18,16,15,,,,,,,,,
,,Fashion Designer,S2114,7,7,12,13,9,18,16,15,,,,,,,,,
,,Fashion Designer,S2115,6,8,14,13,8,18,16,15,,,,,,,,,
,,Fashion Designer,S2116,5,8,11,13,7,18,16,15,,,,,,,,,
,,Fashion Designer,S2117,5,9,12,13,10,18,16,15,,,,,,,,,
,,Fashion Designer,S2118,6,9,14,13,9,18,16,15,,,,,,,,,
,,Fashion Designer,S2119,7,7,11,13,8,18,16,15,,,,,,,,,
,,Fashion Designer,S2120,8,7,12,13,7,18,16,15,,,,,,,,,
,,Fashion Designer,S2121,8,8,14,13,10,18,16,15,,,,,,,,,
,,Fashion Designer,S2122,7,8,11,13,9,18,16,15,,,,,,,,,
,,Fashion Designer,S2123,6,9,12,14,8,18,16,15,,,,,,,,,
,,Fashion Designer,S2124,5,9,14,14,7,18,16,15,,,,,,,,,
,,Fashion Designer,S2125,5,7,14,14,10,18,16,15,,,,,,,,,
,,Fashion Designer,S2126,6,7,13,14,9,18,16,15,,,,,,,,,
,,Fashion Designer,S2127,7,8,12,14,8,18,16,15,,,,,,,,,
,,Fashion Designer,S2128,8,8,11,14,7,18,16,15,,,,,,,,,
,,Fashion Designer,S2129,8,9,12,14,10,18,16,15,,,,,,,,,
,,Fashion Designer,S2130,7,9,14,14,9,18,16,15,,,,,,,,,
,,Fashion Designer,S2131,6,7,14,14,8,18,16,15,,,,,,,,,
,,Fashion Designer,S2132,5,7,13,14,7,18,16,15,,,,,,,,,
,,Fashion Designer,S2133,5,8,12,14,10,18,16,15,,,,,,,,,
,,Fashion Designer,S2134,6,8,11,13,9,18,16,15,,,,,,,,,
,,Fashion Designer,S2135,7,9,12,13,8,18,16,15,,,,,,,,,
,,Fashion Designer,S2136,8,9,14,13,7,18,16,15,,,,,,,,,
,,Fashion Designer,S2137,8,7,14,13,10,18,16,15,,,,,,,,,
,,Fashion Designer,S2138,7,7,13,13,9,18,16,15,,,,,,,,,
,,Fashion Designer,S2139,6,8,12,13,8,18,16,15,,,,,,,,,
,,Fashion Designer,S2140,5,8,11,13,7,18,16,15,,,,,,,,,
,,Fashion Designer,S2141,5,9,12,13,10,18,16,15,,,,,,,,,
,,Fashion Designer,S2142,6,9,14,12,9,18,16,15,,,,,,,,,
,,Fashion Designer,S2143,7,7,14,12,8,18,16,15,,,,,,,,,
,,Fashion Designer,S2144,8,7,13,12,7,18,16,15,,,,,,,,,
,,Fashion Designer,S2145,8,8,12,12,10,18,16,15,,,,,,,,,
,,Fashion Designer,S2146,7,8,11,12,9,18,16,15,,,,,,,,,
,,Fashion Designer,S2147,6,9,14,12,8,18,16,15,,,,,,,,,
,,Fashion Designer,S2148,5,9,13,12,7,18,16,15,,,,,,,,,
,,Fashion Designer,S2149,6,8,12,12,6,18,16,15,,,,,,,,,
,,Fashion Designer,S2150,8,6,11,12,7,18,16,15,,,,,,,,,
44,,Interior Decorator,S2151,11,7,5,20,16,17,12,14,,,,,,,,,
,,Interior Decorator,S2152,12,7,6,19,16,17,12,14,,,,,,,,,
,,Interior Decorator,S2153,13,7,7,18,16,17,12,14,,,,,,,,,
,,Interior Decorator,S2154,12,7,8,17,16,17,12,14,,,,,,,,,
,,Interior Decorator,S2155,14,7,8,16,16,17,12,14,,,,,,,,,
,,Interior Decorator,S2156,11,7,7,15,16,17,12,14,,,,,,,,,
,,Interior Decorator,S2157,12,7,6,20,16,17,12,14,,,,,,,,,
,,Interior Decorator,S2158,13,7,5,19,16,17,12,14,,,,,,,,,
,,Interior Decorator,S2159,12,7,5,18,16,17,12,14,,,,,,,,,
,,Interior Decorator,S2160,14,7,6,17,16,17,12,14,,,,,,,,,
,,Interior Decorator,S2161,11,7,7,16,16,17,13,14,,,,,,,,,
,,Interior Decorator,S2162,12,7,8,15,16,17,13,11,,,,,,,,,
,,Interior Decorator,S2163,13,7,8,20,16,17,13,11,,,,,,,,,
,,Interior Decorator,S2164,12,7,7,19,16,18,13,11,,,,,,,,,
,,Interior Decorator,S2165,14,7,6,18,16,18,13,11,,,,,,,,,
,,Interior Decorator,S2166,11,7,5,17,16,18,13,11,,,,,,,,,
,,Interior Decorator,S2167,12,7,5,16,15,18,13,11,,,,,,,,,
,,Interior Decorator,S2168,13,7,6,15,15,18,13,11,,,,,,,,,
,,Interior Decorator,S2169,12,7,7,20,15,18,13,11,,,,,,,,,
,,Interior Decorator,S2170,14,7,8,19,15,18,13,11,,,,,,,,,
,,Interior Decorator,S2171,11,7,8,18,15,18,13,11,,,,,,,,,
,,Interior Decorator,S2172,12,7,7,17,15,18,12,11,,,,,,,,,
,,Interior Decorator,S2173,13,7,6,16,15,18,12,13,,,,,,,,,
,,Interior Decorator,S2174,12,7,5,15,15,18,12,13,,,,,,,,,
,,Interior Decorator,S2175,14,7,5,20,15,18,12,13,,,,,,,,,
,,Interior Decorator,S2176,11,7,6,19,15,18,12,13,,,,,,,,,
,,Interior Decorator,S2177,12,7,7,18,15,15,12,13,,,,,,,,,
,,Interior Decorator,S2178,13,7,8,17,15,15,12,13,,,,,,,,,
,,Interior Decorator,S2179,12,7,8,16,15,15,12,13,,,,,,,,,
,,Interior Decorator,S2180,14,7,7,15,15,15,12,13,,,,,,,,,
,,Interior Decorator,S2181,11,7,6,20,15,15,12,13,,,,,,,,,
,,Interior Decorator,S2182,12,7,5,19,15,15,12,13,,,,,,,,,
,,Interior Decorator,S2183,13,7,5,18,18,15,14,11,,,,,,,,,
,,Interior Decorator,S2184,12,7,6,17,18,15,14,11,,,,,,,,,
,,Interior Decorator,S2185,14,7,7,16,18,15,14,11,,,,,,,,,
,,Interior Decorator,S2186,11,7,8,15,18,19,14,11,,,,,,,,,
,,Interior Decorator,S2187,12,7,8,20,18,19,14,11,,,,,,,,,
,,Interior Decorator,S2188,13,7,7,19,18,19,14,11,,,,,,,,,
,,Interior Decorator,S2189,12,7,6,18,18,19,14,11,,,,,,,,,
,,Interior Decorator,S2190,14,7,5,17,18,19,14,11,,,,,,,,,
,,Interior Decorator,S2191,11,7,5,16,18,19,14,11,,,,,,,,,
,,Interior Decorator,S2192,12,7,6,15,18,19,14,11,,,,,,,,,
,,Interior Decorator,S2193,13,7,7,20,18,19,14,11,,,,,,,,,
,,Interior Decorator,S2194,12,7,8,19,18,19,14,11,,,,,,,,,
,,Interior Decorator,S2195,14,7,8,18,18,19,14,11,,,,,,,,,
,,Interior Decorator,S2196,11,7,7,17,19,19,14,11,,,,,,,,,
,,Interior Decorator,S2197,12,7,6,16,19,19,14,11,,,,,,,,,
,,Interior Decorator,S2198,13,7,5,15,19,19,14,11,,,,,,,,,
,,Interior Decorator,S2199,12,7,6,17,19,19,14,11,,,,,,,,,
,,Interior Decorator,S2200,14,7,8,16,19,19,14,11,,,,,,,,,
45,,Pilot,S2201,6,5,18,19,11,13,7,20,,,,,,,,,
,,Pilot,S2202,6,6,17,19,12,13,7,19,,,,,,,,,
,,Pilot,S2203,6,7,16,19,13,13,8,18,,,,,,,,,
,,Pilot,S2204,6,8,16,19,12,13,8,17,,,,,,,,,
,,Pilot,S2205,6,8,18,19,14,13,7,20,,,,,,,,,
,,Pilot,S2206,6,7,17,19,11,13,6,19,,,,,,,,,
,,Pilot,S2207,6,6,16,19,12,13,5,18,,,,,,,,,
,,Pilot,S2208,6,5,16,19,13,13,5,17,,,,,,,,,
,,Pilot,S2209,6,5,18,19,12,13,6,20,,,,,,,,,
,,Pilot,S2210,6,6,17,19,14,13,7,19,,,,,,,,,
,,Pilot,S2211,6,7,16,19,11,13,8,18,,,,,,,,,
,,Pilot,S2212,6,8,16,19,12,13,7,17,,,,,,,,,
,,Pilot,S2213,6,8,18,19,13,13,6,20,,,,,,,,,
,,Pilot,S2214,8,7,17,19,12,13,7,19,,,,,,,,,
,,Pilot,S2215,8,6,16,19,14,13,7,18,,,,,,,,,
,,Pilot,S2216,8,5,16,19,11,13,9,17,,,,,,,,,
,,Pilot,S2217,8,5,18,19,12,13,9,20,,,,,,,,,
,,Pilot,S2218,8,6,17,19,13,13,8,19,,,,,,,,,
,,Pilot,S2219,8,7,16,19,12,13,8,18,,,,,,,,,
,,Pilot,S2220,8,8,16,17,14,13,7,17,,,,,,,,,
,,Pilot,S2221,8,8,16,17,11,14,6,20,,,,,,,,,
,,Pilot,S2222,8,7,16,17,12,14,9,19,,,,,,,,,
,,Pilot,S2223,8,6,18,17,13,14,5,18,,,,,,,,,
,,Pilot,S2224,8,5,17,17,12,14,5,17,,,,,,,,,
,,Pilot,S2225,8,5,16,17,14,14,6,20,,,,,,,,,
,,Pilot,S2226,8,6,16,17,11,14,7,19,,,,,,,,,
,,Pilot,S2227,9,7,18,17,12,14,7,18,,,,,,,,,
,,Pilot,S2228,9,8,17,17,13,14,6,17,,,,,,,,,
,,Pilot,S2229,9,8,16,17,12,14,8,20,,,,,,,,,
,,Pilot,S2230,9,7,16,17,14,14,8,19,,,,,,,,,
,,Pilot,S2231,9,6,16,17,11,14,8,18,,,,,,,,,
,,Pilot,S2232,9,5,16,17,12,14,8,17,,,,,,,,,
,,Pilot,S2233,9,5,18,15,13,14,8,20,,,,,,,,,
,,Pilot,S2234,9,6,17,15,12,14,7,19,,,,,,,,,
,,Pilot,S2235,9,7,16,15,14,14,6,18,,,,,,,,,
,,Pilot,S2236,10,8,16,15,11,12,5,17,,,,,,,,,
,,Pilot,S2237,10,8,18,15,12,12,5,20,,,,,,,,,
,,Pilot,S2238,10,7,17,15,13,12,6,19,,,,,,,,,
,,Pilot,S2239,10,6,16,15,12,12,7,18,,,,,,,,,
,,Pilot,S2240,10,5,16,15,14,12,8,17,,,,,,,,,
,,Pilot,S2241,10,5,16,15,11,12,5,20,,,,,,,,,
,,Pilot,S2242,10,6,16,15,12,12,5,19,,,,,,,,,
,,Pilot,S2243,5,7,18,15,13,12,6,18,,,,,,,,,
,,Pilot,S2244,5,8,17,15,12,12,7,17,,,,,,,,,
,,Pilot,S2245,5,8,16,15,14,12,5,20,,,,,,,,,
,,Pilot,S2246,5,7,16,15,11,12,5,19,,,,,,,,,
,,Pilot,S2247,5,6,18,15,12,12,5,18,,,,,,,,,
,,Pilot,S2248,6,5,17,15,13,12,6,17,,,,,,,,,
,,Pilot,S2249,7,6,16,15,12,12,7,16,,,,,,,,,
,,Pilot,S2250,5,8,16,15,14,12,5,17,,,,,,,,,
46,,Psychologist,S2251,12,11,5,20,7,18,20,13,,,,,,,,,
,,Psychologist,S2252,12,12,5,20,7,17,17,13,,,,,,,,,
,,Psychologist,S2253,12,13,5,20,7,20,20,12,,,,,,,,,
,,Psychologist,S2254,12,12,5,20,7,19,19,12,,,,,,,,,
,,Psychologist,S2255,12,14,5,19,7,18,18,14,,,,,,,,,
,,Psychologist,S2256,12,11,5,18,7,17,17,11,,,,,,,,,
,,Psychologist,S2257,11,12,5,17,7,20,20,11,,,,,,,,,
,,Psychologist,S2258,12,13,5,20,7,18,19,13,,,,,,,,,
,,Psychologist,S2259,13,12,5,19,7,17,18,13,,,,,,,,,
,,Psychologist,S2260,12,14,5,18,7,20,20,12,,,,,,,,,
,,Psychologist,S2261,14,11,5,17,7,19,17,12,,,,,,,,,
,,Psychologist,S2262,11,12,5,20,7,18,20,14,,,,,,,,,
,,Psychologist,S2263,12,13,5,20,7,17,19,11,,,,,,,,,
,,Psychologist,S2264,13,12,5,20,7,20,18,11,,,,,,,,,
,,Psychologist,S2265,12,14,5,20,7,18,17,13,,,,,,,,,
,,Psychologist,S2266,14,11,5,20,7,17,20,13,,,,,,,,,
,,Psychologist,S2267,11,11,5,19,7,20,19,12,,,,,,,,,
,,Psychologist,S2268,12,11,5,19,6,19,18,12,,,,,,,,,
,,Psychologist,S2269,13,11,5,19,6,18,20,14,,,,,,,,,
,,Psychologist,S2270,12,11,5,19,6,17,17,11,,,,,,,,,
,,Psychologist,S2271,14,11,5,19,6,20,20,11,,,,,,,,,
,,Psychologist,S2272,14,12,5,19,6,18,19,13,,,,,,,,,
,,Psychologist,S2273,14,12,5,18,6,17,18,13,,,,,,,,,
,,Psychologist,S2274,14,11,6,17,6,20,17,13,,,,,,,,,
,,Psychologist,S2275,14,12,6,20,6,19,20,12,,,,,,,,,
,,Psychologist,S2276,14,13,6,19,6,18,19,12,,,,,,,,,
,,Psychologist,S2277,14,12,6,18,6,17,18,14,,,,,,,,,
,,Psychologist,S2278,14,14,6,17,6,20,20,11,,,,,,,,,
,,Psychologist,S2279,11,11,6,19,6,18,17,11,,,,,,,,,
,,Psychologist,S2280,12,12,6,19,6,17,20,13,,,,,,,,,
,,Psychologist,S2281,13,13,6,19,6,20,19,13,,,,,,,,,
,,Psychologist,S2282,12,12,6,19,9,19,18,13,,,,,,,,,
,,Psychologist,S2283,14,14,6,18,9,18,17,12,,,,,,,,,
,,Psychologist,S2284,11,11,6,17,9,17,20,12,,,,,,,,,
,,Psychologist,S2285,12,12,6,20,9,20,19,14,,,,,,,,,
,,Psychologist,S2286,13,13,6,19,9,18,18,11,,,,,,,,,
,,Psychologist,S2287,12,12,6,18,9,17,20,11,,,,,,,,,
,,Psychologist,S2288,14,14,6,17,9,20,17,13,,,,,,,,,
,,Psychologist,S2289,11,11,6,18,9,19,20,13,,,,,,,,,
,,Psychologist,S2290,12,11,6,18,9,18,19,13,,,,,,,,,
,,Psychologist,S2291,13,11,6,18,9,17,18,12,,,,,,,,,
,,Psychologist,S2292,12,11,9,19,9,20,17,12,,,,,,,,,
,,Psychologist,S2293,14,11,9,18,10,18,20,14,,,,,,,,,
,,Psychologist,S2294,13,11,9,17,10,17,19,13,,,,,,,,,
,,Psychologist,S2295,12,11,9,20,10,20,20,13,,,,,,,,,
,,Psychologist,S2296,13,12,9,19,10,19,19,12,,,,,,,,,
,,Psychologist,S2297,12,13,9,18,10,18,18,12,,,,,,,,,
,,Psychologist,S2298,14,12,9,17,10,17,17,14,,,,,,,,,
,,Psychologist,S2299,13,14,9,17,10,20,18,11,,,,,,,,,
,,Psychologist,S2300,13,11,9,17,10,17,15,11,,,,,,,,,
47,,Philosopher,S2301,12,5,7,20,5,18,20,12,,,,,,,,,
,,Philosopher,S2302,12,5,7,19,5,19,19,12,,,,,,,,,
,,Philosopher,S2303,13,5,8,18,5,18,18,12,,,,,,,,,
,,Philosopher,S2304,13,5,8,17,5,17,17,12,,,,,,,,,
,,Philosopher,S2305,12,5,9,16,5,20,16,12,,,,,,,,,
,,Philosopher,S2306,12,5,9,15,5,19,15,12,,,,,,,,,
,,Philosopher,S2307,14,7,7,20,5,18,20,12,,,,,,,,,
,,Philosopher,S2308,11,8,7,19,5,17,19,12,,,,,,,,,
,,Philosopher,S2309,11,8,8,18,5,18,18,12,,,,,,,,,
,,Philosopher,S2310,12,9,8,17,5,18,17,12,,,,,,,,,
,,Philosopher,S2311,12,9,9,16,5,18,16,12,,,,,,,,,
,,Philosopher,S2312,12,7,9,15,5,18,15,12,,,,,,,,,
,,Philosopher,S2313,13,5,7,20,5,19,20,12,,,,,,,,,
,,Philosopher,S2314,13,5,7,19,5,18,19,12,,,,,,,,,
,,Philosopher,S2315,12,7,8,18,5,17,18,12,,,,,,,,,
,,Philosopher,S2316,12,8,8,17,5,20,17,12,,,,,,,,,
,,Philosopher,S2317,14,8,9,16,5,19,16,12,,,,,,,,,
,,Philosopher,S2318,11,9,9,15,5,18,15,12,,,,,,,,,
,,Philosopher,S2319,11,9,7,20,5,17,20,12,,,,,,,,,
,,Philosopher,S2320,12,7,7,19,5,19,19,12,,,,,,,,,
,,Philosopher,S2321,13,5,8,18,5,19,18,12,,,,,,,,,
,,Philosopher,S2322,13,5,8,17,5,19,17,14,,,,,,,,,
,,Philosopher,S2323,12,5,9,16,5,18,16,14,,,,,,,,,
,,Philosopher,S2324,12,7,9,15,6,17,15,14,,,,,,,,,
,,Philosopher,S2325,14,8,7,20,6,20,20,14,,,,,,,,,
,,Philosopher,S2326,11,8,7,19,6,19,19,14,,,,,,,,,
,,Philosopher,S2327,13,9,8,18,6,18,18,14,,,,,,,,,
,,Philosopher,S2328,14,9,8,17,6,17,17,14,,,,,,,,,
,,Philosopher,S2329,13,7,9,16,6,19,16,14,,,,,,,,,
,,Philosopher,S2330,11,6,9,15,6,19,15,14,,,,,,,,,
,,Philosopher,S2331,13,6,7,20,6,19,20,14,,,,,,,,,
,,Philosopher,S2332,12,6,7,19,6,15,19,14,,,,,,,,,
,,Philosopher,S2333,13,6,8,18,6,15,18,14,,,,,,,,,
,,Philosopher,S2334,13,6,8,17,6,15,17,14,,,,,,,,,
,,Philosopher,S2335,12,6,9,16,6,19,16,14,,,,,,,,,
,,Philosopher,S2336,12,6,9,15,6,18,15,14,,,,,,,,,
,,Philosopher,S2337,14,6,7,20,6,17,20,14,,,,,,,,,
,,Philosopher,S2338,11,6,7,19,6,20,19,13,,,,,,,,,
,,Philosopher,S2339,11,6,8,18,6,19,18,13,,,,,,,,,
,,Philosopher,S2340,13,6,8,17,6,18,17,13,,,,,,,,,
,,Philosopher,S2341,13,6,9,16,6,17,16,13,,,,,,,,,
,,Philosopher,S2342,13,9,9,15,9,15,15,13,,,,,,,,,
,,Philosopher,S2343,13,9,7,20,9,19,20,13,,,,,,,,,
,,Philosopher,S2344,12,9,7,19,9,18,19,13,,,,,,,,,
,,Philosopher,S2345,12,9,8,18,9,17,18,13,,,,,,,,,
,,Philosopher,S2346,14,9,8,17,9,20,17,13,,,,,,,,,
,,Philosopher,S2347,11,9,9,16,9,19,16,13,,,,,,,,,
,,Philosopher,S2348,11,9,9,15,9,18,15,13,,,,,,,,,
,,Philosopher,S2349,13,9,8,17,9,17,17,13,,,,,,,,,
,,Philosopher,S2350,11,9,6,16,9,16,16,13,,,,,,,,,
48,,Writer,S2351,18,12,7,20,5,12,20,12,,,,,,,,,
,,Writer,S2352,19,12,7,19,5,12,19,12,,,,,,,,,
,,Writer,S2353,18,12,8,18,5,12,18,12,,,,,,,,,
,,Writer,S2354,17,12,8,17,5,12,17,12,,,,,,,,,
,,Writer,S2355,20,12,9,16,5,12,16,12,,,,,,,,,
,,Writer,S2356,19,12,9,15,5,12,15,12,,,,,,,,,
,,Writer,S2357,18,12,7,20,5,12,20,12,,,,,,,,,
,,Writer,S2358,17,12,7,19,5,12,19,12,,,,,,,,,
,,Writer,S2359,18,12,8,18,5,12,18,12,,,,,,,,,
,,Writer,S2360,19,12,8,17,5,12,17,12,,,,,,,,,
,,Writer,S2361,18,12,9,16,5,12,16,12,,,,,,,,,
,,Writer,S2362,17,12,9,15,5,12,15,12,,,,,,,,,
,,Writer,S2363,20,12,7,20,5,12,20,12,,,,,,,,,
,,Writer,S2364,19,12,7,19,5,12,19,12,,,,,,,,,
,,Writer,S2365,18,12,8,18,5,12,18,12,,,,,,,,,
,,Writer,S2366,17,12,8,17,5,12,17,12,,,,,,,,,
,,Writer,S2367,18,12,9,16,5,12,16,12,,,,,,,,,
,,Writer,S2368,19,12,9,15,5,12,15,12,,,,,,,,,
,,Writer,S2369,18,12,7,20,5,12,20,12,,,,,,,,,
,,Writer,S2370,17,12,7,19,5,12,19,12,,,,,,,,,
,,Writer,S2371,20,12,8,18,5,12,18,12,,,,,,,,,
,,Writer,S2372,19,14,8,17,5,14,17,14,,,,,,,,,
,,Writer,S2373,18,14,9,16,5,14,16,14,,,,,,,,,
,,Writer,S2374,17,14,9,15,6,14,15,14,,,,,,,,,
,,Writer,S2375,19,14,7,20,6,14,20,14,,,,,,,,,
,,Writer,S2376,19,14,7,19,6,14,19,14,,,,,,,,,
,,Writer,S2377,19,14,8,18,6,14,18,14,,,,,,,,,
,,Writer,S2378,18,14,8,17,6,14,17,14,,,,,,,,,
,,Writer,S2379,17,14,9,16,6,14,16,14,,,,,,,,,
,,Writer,S2380,20,14,9,15,6,14,15,14,,,,,,,,,
,,Writer,S2381,19,14,7,20,6,14,20,14,,,,,,,,,
,,Writer,S2382,18,14,7,19,6,14,19,14,,,,,,,,,
,,Writer,S2383,17,14,8,18,6,14,18,14,,,,,,,,,
,,Writer,S2384,15,14,8,17,6,14,17,14,,,,,,,,,
,,Writer,S2385,15,14,9,16,6,14,16,14,,,,,,,,,
,,Writer,S2386,15,14,9,15,6,14,15,14,,,,,,,,,
,,Writer,S2387,19,14,7,20,6,14,20,14,,,,,,,,,
,,Writer,S2388,18,13,7,19,6,13,19,13,,,,,,,,,
,,Writer,S2389,17,13,8,18,6,13,18,13,,,,,,,,,
,,Writer,S2390,20,13,8,17,6,13,17,13,,,,,,,,,
,,Writer,S2391,19,13,9,16,6,13,16,13,,,,,,,,,
,,Writer,S2392,18,13,9,15,9,13,15,13,,,,,,,,,
,,Writer,S2393,17,13,7,20,9,13,20,13,,,,,,,,,
,,Writer,S2394,16,13,7,19,9,13,19,13,,,,,,,,,
,,Writer,S2395,16,13,8,18,9,13,18,13,,,,,,,,,
,,Writer,S2396,16,13,8,17,9,13,17,13,,,,,,,,,
,,Writer,S2397,16,13,9,16,9,13,16,13,,,,,,,,,
,,Writer,S2398,16,13,9,15,9,13,15,13,,,,,,,,,
,,Writer,S2399,16,13,8,17,9,13,17,13,,,,,,,,,
,,Writer,S2400,16,13,6,16,9,13,16,13,,,,,,,,,
49,,Criminologist,S2401,5,7,12,20,11,18,20,12,,,,,,,,,
,,Criminologist,S2402,6,7,11,19,12,16,19,13,,,,,,,,,
,,Criminologist,S2403,8,8,13,18,13,18,18,12,,,,,,,,,
,,Criminologist,S2404,9,8,14,17,14,16,17,14,,,,,,,,,
,,Criminologist,S2405,10,9,11,16,13,15,16,12,,,,,,,,,
,,Criminologist,S2406,5,9,12,15,12,18,15,11,,,,,,,,,
,,Criminologist,S2407,6,7,13,20,11,19,20,12,,,,,,,,,
,,Criminologist,S2408,8,7,14,19,11,18,19,11,,,,,,,,,
,,Criminologist,S2409,9,8,13,18,12,18,18,12,,,,,,,,,
,,Criminologist,S2410,10,8,11,17,13,18,17,13,,,,,,,,,
,,Criminologist,S2411,5,9,12,16,14,18,16,12,,,,,,,,,
,,Criminologist,S2412,6,9,14,15,13,18,15,12,,,,,,,,,
,,Criminologist,S2413,8,7,12,20,12,16,20,12,,,,,,,,,
,,Criminologist,S2414,9,7,12,19,11,15,19,12,,,,,,,,,
,,Criminologist,S2415,10,8,11,18,11,18,18,12,,,,,,,,,
,,Criminologist,S2416,5,8,13,17,12,19,17,12,,,,,,,,,
,,Criminologist,S2417,6,9,14,16,13,18,16,12,,,,,,,,,
,,Criminologist,S2418,8,9,11,15,14,18,15,12,,,,,,,,,
,,Criminologist,S2419,9,7,12,20,13,19,20,12,,,,,,,,,
,,Criminologist,S2420,10,7,13,19,12,18,19,12,,,,,,,,,
,,Criminologist,S2421,5,8,14,18,11,16,18,12,,,,,,,,,
,,Criminologist,S2422,7,8,13,17,11,15,17,14,,,,,,,,,
,,Criminologist,S2423,6,9,11,16,12,18,16,14,,,,,,,,,
,,Criminologist,S2424,5,9,12,15,13,19,15,14,,,,,,,,,
,,Criminologist,S2425,8,7,14,20,14,19,20,14,,,,,,,,,
,,Criminologist,S2426,9,7,12,19,13,19,19,14,,,,,,,,,
,,Criminologist,S2427,5,8,11,18,12,19,18,14,,,,,,,,,
,,Criminologist,S2428,6,8,13,17,11,19,17,14,,,,,,,,,
,,Criminologist,S2429,8,9,14,16,11,19,16,14,,,,,,,,,
,,Criminologist,S2430,9,9,11,15,12,19,15,14,,,,,,,,,
,,Criminologist,S2431,10,7,12,20,13,19,20,14,,,,,,,,,
,,Criminologist,S2432,5,7,13,19,14,15,19,14,,,,,,,,,
,,Criminologist,S2433,7,8,14,18,13,18,18,14,,,,,,,,,
,,Criminologist,S2434,6,8,13,17,12,16,17,14,,,,,,,,,
,,Criminologist,S2435,5,9,11,16,11,15,16,14,,,,,,,,,
,,Criminologist,S2436,8,9,12,15,14,18,15,14,,,,,,,,,
,,Criminologist,S2437,9,7,14,20,14,19,20,14,,,,,,,,,
,,Criminologist,S2438,5,7,12,19,13,15,19,13,,,,,,,,,
,,Criminologist,S2439,6,8,11,18,13,15,18,13,,,,,,,,,
,,Criminologist,S2440,8,8,13,17,13,15,17,13,,,,,,,,,
,,Criminologist,S2441,9,9,14,16,13,15,16,13,,,,,,,,,
,,Criminologist,S2442,10,9,11,15,13,15,15,13,,,,,,,,,
,,Criminologist,S2443,5,7,12,20,13,16,20,13,,,,,,,,,
,,Criminologist,S2444,7,7,13,19,13,16,19,13,,,,,,,,,
,,Criminologist,S2445,6,8,14,18,13,18,18,13,,,,,,,,,
,,Criminologist,S2446,5,8,13,17,13,16,17,13,,,,,,,,,
,,Criminologist,S2447,8,9,11,16,13,15,16,13,,,,,,,,,
,,Criminologist,S2448,9,9,12,15,13,18,15,13,,,,,,,,,
,,Criminologist,S2449,7,8,14,17,13,19,17,13,,,,,,,,,
,,Criminologist,S2450,9,6,13,16,13,16,16,13,,,,,,,,,
50,,Company secretary,S2451,20,7,12,17,12,20,18,5,,,,,,,,,
,,Company secretary,S2452,19,7,12,16,11,19,17,5,,,,,,,,,
,,Company secretary,S2453,18,8,12,15,13,18,16,5,,,,,,,,,
,,Company secretary,S2454,17,8,12,20,14,17,15,5,,,,,,,,,
,,Company secretary,S2455,16,9,12,19,11,16,20,5,,,,,,,,,
,,Company secretary,S2456,15,9,12,18,12,15,19,5,,,,,,,,,
,,Company secretary,S2457,20,7,12,17,13,20,18,5,,,,,,,,,
,,Company secretary,S2458,19,7,12,16,14,19,17,5,,,,,,,,,
,,Company secretary,S2459,18,8,12,17,13,18,16,5,,,,,,,,,
,,Company secretary,S2460,17,8,12,16,11,17,17,5,,,,,,,,,
,,Company secretary,S2461,16,9,12,15,12,16,16,5,,,,,,,,,
,,Company secretary,S2462,15,9,12,20,14,15,15,5,,,,,,,,,
,,Company secretary,S2463,20,7,12,19,12,20,20,5,,,,,,,,,
,,Company secretary,S2464,19,7,12,18,12,19,19,5,,,,,,,,,
,,Company secretary,S2465,18,8,12,17,11,18,18,5,,,,,,,,,
,,Company secretary,S2466,17,8,12,16,13,17,17,5,,,,,,,,,
,,Company secretary,S2467,16,9,12,17,14,16,16,5,,,,,,,,,
,,Company secretary,S2468,15,9,12,16,11,15,17,5,,,,,,,,,
,,Company secretary,S2469,20,7,12,15,12,20,16,5,,,,,,,,,
,,Company secretary,S2470,19,7,12,20,13,19,15,5,,,,,,,,,
,,Company secretary,S2471,18,8,12,19,14,18,20,5,,,,,,,,,
,,Company secretary,S2472,17,8,14,18,13,17,19,5,,,,,,,,,
,,Company secretary,S2473,16,9,14,17,11,16,18,5,,,,,,,,,
